user_id,Q1,Q2,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms)
1140,3,1,276.4748,521.11,119.24,1.4,1612.04,2645,932.66,679
1141,9,,224.32989,1623.29,372.25,16.68,1731.21,1955,599.74,169
1142,3,"1, 2",564.63252,2394.54,269.09,0.21,10481.1,2158,2016.09,67
1143,10,,533.25049,881.13,12.93,1.55,1708.09,3578,2040.86,277
1144,1,7,357.30232,1295.1,38.15,6.32,4322.31,2159,1852.58,207
1145,3,"3, 4, 5",184.10156,721.98,288.32,0.75,2906.82,4513,2142.47,68
1146,8,3,257.04097,700.41,24.27,1.47,1599.64,3041,348.22,396
1147,10,,432.73531,9501.37,95.77,1.94,11210.45,720,2475.01,58
1148,8,"1, 4",835.8458,1090.83,172.1,1.29,5180.94,1970,1561.52,95
1149,10,,798.7499,3922.82,224.04,0.72,3078.53,2326,2098.56,126
1150,10,,528.137,670.02,125.23,1.43,2731.18,2267,691.47,80
1151,6,"1, 3",528.28021,2108,597.73,0.41,4832.23,1874,2160.46,177
1152,0,,252.6413,746.35,142.4,0.58,7359.37,1129,3698.5,54
1153,10,,778.19444,3383.79,262.76,0.74,6029.33,1487,1393.87,65
1154,10,,225.3193,10087.62,354.56,0.19,28191.15,1124,2339.24,44
1155,10,,190.87307,503.45,135.5,0.53,2964.81,1839,5877.99,105
1156,7,,829.09331,249.88,33.25,1.46,2886.51,2569,2503.01,166
1157,2,,131.60291,1178.34,103.83,2.36,4005.17,1855,1462.66,649
1158,3,"1, 3",132.61977,1493.77,196.43,0.54,6129.24,1178,1573.59,75
1159,10,,865.8984,1242.43,297.89,0.14,17340.63,780,12382.29,45
1160,6,4,113.965,207.94,221.24,2.15,1235.97,5464,954.14,125
1161,10,,181.25629,179.61,189.02,1.8,8004.48,1998,3460.97,141
1162,6,,483.45001,1029.95,167.49,2.16,5156.35,1933,376.64,313
1163,10,,642.31775,811.89,363.29,0.9,1791.45,2451,1039.2,248
1164,8,"1, 5",151.41865,129.64,80.49,3.28,3259.58,1922,748.12,166
1165,"1, 3",,376.56648,387.07,104.47,17.25,2640.24,2881,314.14,262
1166,10,,227.80626,1841.2,126.39,0.34,5459.08,1440,3127.2,38
1167,5,"1, 2, 3",142.81877,3782.03,232.13,1.05,13842.94,735,2055.88,60
1168,10,,155.13703,1978.55,336.52,2.59,4034.99,2175,1004.68,151
1169,10,,240.83502,449.4,76.69,3.49,4651.23,2070,983.95,117
1170,8,,193.94296,1078.24,252.43,1.19,2652.28,2476,938.1,203
1171,1,1,769.08098,2059.8,24.87,2.16,2642.99,3280,739.14,271
1172,10,,311.69879,2174.57,91.56,2.39,5200.5,2214,1701.16,307
1173,9,,581.30927,14243.79,44.65,0.07,16102.06,1223,1279.13,157
1174,9,,643.69072,8054.35,371,0.33,4762.34,987,4679.65,70
1175,9,,105.89073,1778.06,28.49,0.25,22365.09,1693,16227.85,54
1176,10,,331.95468,2106.98,238.42,1.72,6624.4,1777,1985.1,356
1177,1,,640.04408,836.52,100.63,0.93,7009.66,1339,745.9,88
1178,10,,238.45647,1569.81,258.92,2.42,3786.73,2050,156.78,180
1179,10,,115.87569,2304.2,81.97,0.72,5561.43,1597,1226.53,69
1180,3,"1, 3",223.50687,2274.64,129.65,1.92,3754.18,1141,1629.61,117
1181,10,,311.21578,1241.21,362.41,1.13,5304.43,1065,2332.86,113
1182,1,7,707.08454,2012.84,118.42,0.26,10462.83,1192,2652.03,58
1183,9,,120.6063,1211.85,160.37,2.31,4538.75,8006,1807.65,105
1184,7,4,725.22677,3493.84,161.77,1.81,4554.44,1156,725.61,77
1185,10,,139.35702,1206.26,352.25,0.3,8194.04,1729,1937.19,82
1186,8,,210.71556,3087.08,258.37,0.45,8068.86,1204,1547.47,137
1187,4,"3, 4, 5",450.30471,435.8,157.29,0.71,2776.17,2315,1258.31,288
1188,1,,226.11279,549.24,105.53,1.58,1654.82,7901,1936.67,115
1189,2,"3, 4",251.65497,869.14,93.12,1.72,5457.19,1732,1379.05,134
1190,9,,244.12569,386.75,118.06,4.99,993.9,4601,890.57,116
1191,5,4,350.12871,2360.06,533.68,0.89,3716.45,2146,1986.87,48
1192,9,,457.56909,382.17,59.55,3.67,2145.91,2052,1233.43,1352
1193,5,3,607.70376,10421.38,106.87,0.55,14769.94,922,4213.71,69
1194,2,"1, 3",151.69674,2396.16,68.75,3.15,4355.99,1627,1409.58,126
1195,3,"1, 3",448.27785,3283.1,219.88,0.28,7081.54,1146,2101.42,54
1196,1,,547.43197,586.68,158.82,1.21,1288.17,3203,674.58,396
1197,8,3,184.89084,7041.45,3695.47,0.47,10447.28,1814,2059.73,86
1198,5,,492.43859,1564.47,130.98,0.8,6865.61,1341,4993.66,53
1199,10,,775.09904,3569.69,111.08,1.07,2309.56,1922,1385.36,81
1200,1,4,746.71507,1587.6,211.38,1.19,2984.65,2785,1736.91,86
1201,3,"1, 4",269.54058,551.85,56.48,3.37,4581.45,2077,763.76,229
1202,10,,552.54921,835.05,71.7,2.12,1678.38,2098,1868.39,214
1203,10,,799.72394,6337.8,151.89,0.27,9578.74,1211,3628.55,61
1204,10,,707.53369,7582.96,215.37,0.09,16843.76,874,8283.71,94
1205,10,,167.2241,2048.8,187.13,0.3,1680.21,1736,1182.26,112
1206,7,"3, 4, 5",560.75881,960.52,113.27,2.67,4389.96,1618,3908.59,65
1207,9,,259.52966,8768.63,117.18,0.49,15720.31,884,4205.18,44
1208,10,,804.47845,8334.98,508.52,1.57,6012.14,1774,2895.17,260
1209,1,,743.67837,1096.7,408.73,1.42,4223,1749,1804.8,429
1210,8,"1, 2",184.81066,1097.03,96.55,3.19,3014.69,1622,1212.22,121
1211,9,,244.86802,2299.93,793.36,0.46,4352.51,1411,2306.15,54
1212,4,"3, 4",110.4546,433.68,29.11,1.72,384.19,1766,408.75,63
1213,10,,302.73389,2189.22,248.66,2.15,3516.84,1906,3229.91,45
1214,3,"1, 3",101.40295,177.28,109.58,1.95,338.97,2248,312.81,532
1215,7,4,517.26982,2448.81,74.29,1.1,5157.82,983,364.41,95
1216,1,,861.58426,576.34,143.92,1.17,2327.23,1988,1679.5,137
1217,6,7,491.04376,554.18,261.54,0.8,8052.8,1006,2925.42,110
1218,5,"1, 2, 3, 5",593.42438,1805.26,456.57,2.1,3621.86,1401,1074.57,54
1219,4,,138.09296,1597.43,355.95,15.69,1834.25,1515,1306.72,81
1220,2,,277.83649,1935.59,122.59,0.93,4059.83,1320,1201.33,278
1221,10,,162.27129,2835.37,44.98,0.93,3175.48,1490,1610.8,127
1222,10,,284.23648,2979.9,233.13,0.68,9365.75,1184,1482.82,46
1223,1,3,273.15877,1622.73,179.72,1.6,6962.3,4126,1067.31,220
1224,10,,466.86261,8736.53,119.44,0.85,11232.88,1408,2450.86,37
1225,2,,136.87525,388.17,301.47,1.35,5028.58,3348,1532.44,109
1226,3,"2, 4",618.53877,4984.05,189.61,0.85,7764.3,1903,4711.75,141
1227,7,"1, 4",260.25482,201.56,24.38,2.52,434.64,6632,657.18,120
1228,5,,508.03717,1922.74,290.17,0.59,2707.94,2151,1639.09,161
1229,3,4,172.56192,768.46,49.36,1.42,1629.82,2078,1317.67,484
1230,1,,246.58733,148.78,178.58,2.6,445.44,1680,423.84,154
1231,1,"1, 2, 3, 4, 5",802.31589,588.57,50.59,3.68,2301.73,2353,178.45,418
1232,1,"1, 2, 3",164.13179,1094.06,394.64,2.2,2380.46,3413,2562.01,72
1233,3,4,393.24542,1239.92,65.45,1.02,3739.41,1848,2266.55,220
1234,10,,563.11767,1463.8,123.38,3.97,1507.67,1228,2124.15,61
1235,1,,182.39703,1098.32,136.24,18,1106.97,3876,1147.89,157
1236,8,4,353.37128,2612.53,29.83,2.34,2905.85,2530,341.15,113
1237,8,1,869.16718,2520.66,76.47,1.25,10933.06,1041,3172.68,88
1238,1,,331.04558,3847.96,302.83,1.01,6488.69,1498,1651.76,317
1239,1,,128.78495,2012.97,122.06,2.52,5961.93,992,1146.37,135
1240,3,"1, 2, 3, 4, 5",430.63086,965.71,292.76,1.79,3325.61,2640,2008.19,49
1241,7,"3, 4",510.22589,1295.14,144.87,1.26,7109.14,1338,2939.7,60
1242,10,,623.96385,6221.19,92.43,1.06,7234.22,1714,2229.95,42
1243,10,,680.5044,3622.91,60.46,0.45,5639.17,1855,1377.66,150
1244,10,,281.40965,1708.69,337.96,0.37,5788.11,1676,2612.66,49
1245,8,4,377.63385,1015.84,49.22,7.51,2074.31,1830,862.28,136
1246,10,,667.17076,629.86,112.78,4.46,2700.28,2191,1247.4,113
1247,3,"1, 2, 3",497.94667,341.82,88.38,1.31,910.05,1563,1322.6,177
1248,6,"1, 4",440.97172,2388.69,416.07,1.21,6324.73,1417,1552.37,281
1249,8,"1, 3",676.32075,2039.5,105.19,0.49,4729.21,1462,3477.82,94
1250,10,,377.72345,1013.3,409.71,0.71,3917.23,1802,2506.72,76
1251,3,1,102.3012,257.09,66.34,2.59,1204.46,1614,1459.99,173
1252,1,"3, 4",711.41875,3744.3,104.36,1.46,4519.04,1216,1699.83,112
1253,10,,258.17085,707.77,181.28,1.71,4967.96,1387,2079.8,72
1254,1,1,772.70253,164.19,59.46,2.85,349.62,7175,129.07,1150
1255,10,,765.36985,2186.68,528.7,1.1,6405.7,1315,131.17,45
1256,4,"3, 4",262.36972,3323.8,208.75,0.51,2053.3,9758,1333.7,202
1257,10,,347.5399,391.65,102.42,3.3,3268.48,1819,1525.84,183
1258,4,"1, 4",562.80681,2722.52,431.94,0.74,3736.21,1887,3436.88,84
1259,7,3,219.4169,346.24,57.23,3.83,2049.41,2325,2090.39,255
1260,10,,723.38063,3957.57,68.97,1.29,7835.45,1772,2500.98,225
1261,3,,144.92232,1317.59,156.75,5.11,1518.86,4772,801.15,63
1262,10,,147.57798,104.94,149.26,2.12,12820.54,1106,6051.35,85
1263,5,"3, 4",625.86596,154.05,35.32,2.2,517.62,6264,240.58,850
1264,3,"3, 4, 5",112.09796,77.17,29.94,5.59,274.06,1283,181.31,723
1265,10,,646.5518,7715.62,171.05,0.43,11592.85,1920,1069.14,91
1266,2,,361.69188,420.16,175.21,2.25,2162.1,3025,1039.7,225
1267,10,,324.41772,144.31,45.15,2.65,406.73,1939,312.41,1156
1268,5,"1, 2, 3",390.69908,906.18,105.64,3.02,7354.31,1115,3699.3,60
1269,7,"2, 3",731.33107,8290.89,63.06,0.4,8545.91,795,1893.48,46
1270,10,,173.75952,5239.41,109.3,1.43,7588.23,864,1596.37,84
1271,2,4,534.65902,979.09,130.52,1.11,21646.54,1024,12415.06,44
1272,8,3,151.55554,964.27,155.69,4.18,4249.17,1092,2219.18,72
1273,10,,591.58483,2091.58,71.06,5.69,3144.77,3086,485.54,207
1274,10,,125.45812,190.89,100.53,1.34,1479.02,2951,696.19,294
1275,1,,634.48978,5024.19,123.62,0.92,9823.98,1385,7270.5,104
1276,1,,621.53592,1072.84,217.27,0.35,5353.71,1072,1945.74,215
1277,1,,414.48344,2992.15,116.46,0.65,3547.47,2189,754.24,88
1278,4,,278.32439,499.44,47.93,2.5,1549.62,2768,358.8,517
1279,10,,708.83092,2219.24,84.66,0.69,4384.27,1561,2146.08,113
1280,1,"2, 3, 4",579.63771,1225.69,186.72,0.67,2327.18,2973,1295.85,185
1281,10,,397.8473,5655.67,111.82,2.06,3202.81,2468,848.21,103
1282,9,,132.49736,1685.62,154.09,1.95,2158.98,2027,1033.54,126
1283,1,,193.57055,427.71,74.57,1.56,369.08,945,674.27,327
1284,2,1,312.60335,1272.66,77.55,1.61,8210.66,1453,2114.73,215
1285,8,4,137.98295,3944.52,230.74,1.23,10171.95,1520,626.83,60
1286,3,,221.72651,2618.97,297.24,2.01,4079.27,2018,2763.42,68
1287,9,,798.94547,3026.51,499.48,1.13,8504.97,1272,2195.72,67
1288,8,"3, 4",153.36485,2526.64,76.5,3.42,7959.46,1304,1362.79,114
1289,10,,285.74278,3004.42,49.34,1.28,6457.4,1641,2782.1,134
1290,5,"1, 3, 4",476.44197,2889,136.25,1.26,7133.24,1467,824.15,166
1291,10,,479.09033,1259.67,156.24,1.01,8286.67,1416,2802.9,97
1292,10,,430.23173,920.72,86.11,0.95,6152.03,1506,2008.35,118
1293,10,,778.89858,3678.02,97.91,2.29,8772.37,1416,2029.14,85
1294,10,,188.28264,139.11,14.6,2.12,281.53,1792,130.09,859
1295,8,"1, 4, 5",154.26164,864.03,80.71,8.01,2484.62,2839,621.25,121
1296,2,1,185.25647,3463.05,361.24,0.63,10376.76,1811,2765.33,66
1297,3,,317.21735,835.5,84.04,6.52,1332.55,1769,1317.13,168
1298,6,1,198.25206,4044.18,320.6,1.8,21188.43,1792,2685.84,417
1299,10,,208.65695,228.17,98.79,2.89,9001.26,1179,1154.82,74
1300,1,"1, 2, 3, 4, 5, 6",260.04975,993.27,347.14,2.87,1411.16,2684,1144.52,81
1301,5,"1, 3",568.17094,1453.72,98.87,1.67,4661.38,1300,286.57,136
1302,2,"1, 4",498.75375,90.99,97.29,4.68,247.3,4285,324.54,1061
1303,3,,650.11675,268.52,11.03,7.49,281.51,10018,462,111
1304,2,"1, 3",226.95988,2966.43,42.88,0.57,13216.38,1118,6486.98,64
1305,3,,558.99503,934.93,126.24,2.48,2090.69,1544,1097.11,70
1306,7,3,142.15515,2411.01,340.6,1.66,4623.44,1272,2474.66,77
1307,8,"1, 3",178.51667,456.71,200,3.21,7693.84,1678,3626.06,58
1308,9,,764.30862,1835.63,317.12,0.97,4739.17,1299,1820.14,60
1309,10,,521.97167,1120.48,22.07,0.8,2094.65,2204,1004.68,118
1310,8,"1, 3",234.36463,1625.52,112.07,1.44,7001.95,838,4133.84,115
1311,5,3,212.92721,1053.21,80.24,2.04,1916.09,2154,878.28,234
1312,1,,308.5589,3053.82,140.7,1.33,2639.6,1991,1646.7,99
1313,8,"1, 3",263.41189,720.73,49.63,0.29,5815.27,800,3397.78,74
1314,6,5,484.41396,3916.25,294.09,1.2,2795.19,1562,1656.01,72
1315,3,1,205.06524,2139.91,196.54,1.05,1023.35,2534,573.5,110
1316,10,,727.95516,3846.73,33.79,2.36,5917.32,1259,1735.85,92
1317,5,"1, 2, 3, 5",248.47142,647.47,75.9,1.87,3160.68,1799,604.63,390
1318,1,,103.42011,2501.27,169.08,2.88,3899.36,3090,685.61,101
1319,9,,228.6719,11982.09,96.5,1.46,14778.42,1057,6977.47,96
1320,5,,224.67204,4418.09,91.43,0.94,12324.5,812,2731.49,39
1321,1,4,116.26225,4620.52,70.99,1.24,5243.24,1845,3374.36,73
1322,8,1,827.54534,2142.13,157.98,1.34,4486.49,2328,1657.13,70
1323,10,,835.59546,4073.19,66.57,1.77,9050.78,1363,2367.53,39
1324,6,"1, 3",306.55908,703.14,212.3,0.46,14919.27,2717,9164.49,72
1325,3,,847.62211,923.72,296.21,1.96,2434.71,2074,1235.51,174
1326,3,,127.7283,2660.71,133.62,3.02,4519.74,1275,1364.93,82
1327,10,,101.57677,1044.35,112.84,1.03,1937.71,2074,1562.72,76
1328,5,"3, 4",394.368,293.53,119.17,3.35,2137.51,1497,798.99,160
1329,1,7,186.32656,16510.6,309.25,0.25,15629.1,730,11610.42,57
1330,1,,389.78535,373.61,55.8,1.89,7011.4,1510,2507.2,224
1331,3,"3, 4, 5, 7",376.58273,955.61,150.65,2.14,2552.35,2403,1318.39,71
1332,8,,105.69087,304.73,63.02,2.05,7920,725,756.6,130
1333,5,"1, 5",404.58127,264.58,85.12,2.62,1094.62,3703,642.28,497
1334,3,4,384.94413,646.11,45.29,6.94,3059.36,1836,1028.64,399
1335,8,3,497.42545,2626.45,138.26,1.31,7369.96,1335,2096.79,70
1336,6,"1, 3",470.40525,4783.9,168.98,2.5,8128.4,1738,5023.95,169
1337,10,,606.12735,425.58,116.33,1.06,2558.21,2144,820.55,104
1338,10,,215.4877,3119.65,667.62,0.59,11760.9,1778,1672.72,162
1339,1,7,515.48937,3081.98,42.17,11.25,4661.51,1635,1029.66,478
1340,1,"1, 2, 3",108.06621,233.78,142.41,1.2,6594.91,1186,1094.02,112
1341,1,3,666.76841,441.08,138.75,1.78,14526.83,1430,4876.87,93
1342,8,"3, 4, 5",642.92499,280.39,48.8,4.77,490.64,2184,432.95,508
1343,10,,812.0507,2022.42,317.24,1.37,3722.9,2243,1928.16,64
1344,10,,413.47564,1285.42,78.69,0.53,9445.25,1365,3796.62,64
1345,9,,445.73589,4011.13,89.21,0.54,6009.74,1071,3652.8,92
1346,1,4,768.71236,4168.06,131.55,1.86,7749.17,3275,817.38,112
1347,2,"1, 3, 5",349.16962,1985.55,92.79,0.17,10849.4,1265,4078.18,72
1348,10,,620.90252,2837.26,86.18,2.59,7768.1,1350,4463.54,34
1349,10,,447.54465,6480.13,58.05,0.33,14100.41,1016,3254.98,193
1350,9,,110.40044,2384.14,72.41,0.83,5741.54,1313,2381,62
1351,7,,304.92489,2815.4,154.79,0.25,11322.84,1133,3670.38,58
1352,10,,178.29091,3477.97,173.39,0.85,5769.42,1179,5197.22,101
1353,4,,360.30192,2087.4,78.2,0.64,14231.81,1180,3107.17,124
1354,1,4,833.92476,418.16,102.84,1.32,2284.05,2245,1590.95,92
1355,5,1,388.18968,1062.27,82.39,1.73,1759.43,3354,631.85,547
1356,3,"1, 3, 4",232.44612,1171.66,152.47,2.37,4827.02,1054,2796.75,138
1357,1,"1, 2, 3",585.04945,2269.52,40.43,0.39,2678.01,1769,2128.43,184
1358,1,,607.84106,1958.31,209.13,1.25,2658.29,2455,1439.26,182
1359,10,,322.42872,811.61,79.64,5.54,1965.81,1870,944.74,137
1360,10,,723.57654,116.04,20.28,1.21,482.34,2815,129.81,250
1361,10,,642.46233,295.71,25.88,0.79,5260.86,1621,1222.26,121
1362,10,,659.55423,3545.81,117.45,0.56,5274.09,1506,1710.07,191
1363,9,,113.10873,629.17,98.68,1.26,12318.33,993,6062.62,67
1364,6,1,561.96525,645.45,98.49,1.53,6238.35,1241,2324.64,56
1365,5,,424.03157,1350.72,58.34,0.59,3528.49,1722,2075.21,171
1366,Я ценой услуг не удовлетворен,,543.14687,4818.84,81.1,0.72,6786.28,1129,2494.68,73
1367,1,4,205.33319,4695.7,247.48,0.46,7397.99,1592,633.2,107
1368,10,,230.89861,308.88,151.69,1.6,3142.31,2236,1338.71,193
1369,8,1,241.73197,286.7,47.94,2.62,1737.83,4546,472.4,653
1370,10,,145.85811,137.67,146.1,3.56,5716.25,1382,1036.67,90
1371,5,,142.7422,572.86,51.21,3.85,896.64,3814,319.94,1071
1372,9,,375.58757,957.58,125.3,3.7,3069.37,2002,955.33,97
1373,10,,839.85521,2189.6,356.81,0.83,10082.36,1476,1846.23,71
1374,10,,619.26762,1635.82,40.9,0.28,17366.78,951,2541.61,151
1375,4,1,185.45008,857.23,271.89,1.32,13136.24,824,3482.45,161
1376,6,1,190.65862,878.58,102.32,2.63,3552.73,1249,1936.64,105
1377,4,,176.65816,530.61,120.31,1.16,2470.89,2360,701.73,236
1378,10,,228.20186,182.77,230.52,1.14,2540.63,2423,1266.64,134
1379,Пока не понял,,524.72106,1432.8,352.68,0.48,6543.51,1165,4785.91,52
1380,9,,456.68011,2778.7,145.95,0.75,3921.14,1682,2446.74,176
1381,3,"3, 4",101.09525,210.3,101.16,2.98,5114.66,2455,2335.57,96
1382,7,"4, 5",811.34523,1918.78,240.21,10.23,6248.74,1623,490.33,201
1383,"3, 9",,252.14159,354.48,71.46,2.16,1129.45,1500,585.29,219
1384,9,,106.9901,737.52,52.07,1.3,6195.57,2014,1116.49,230
1385,10,,254.77833,1629.12,45,1.19,6183.34,1340,1411.24,115
1386,5,1,651.06505,5369.99,240.11,4.07,7665.48,1763,1701.86,82
1387,7,3,192.94581,1021.93,204.66,1.29,2791.13,2031,1069.94,209
1388,2,1,254.58526,3261.85,204.32,0.85,7859.37,1149,1907.03,314
1389,10,,149.10492,902.12,210.67,1.47,1367.12,4691,658.04,382
1390,1,1,850.69327,2755.05,135.68,3.49,3658.3,3196,1549.94,276
1391,1,,806.95792,3012.48,44.74,1.72,3814.02,1831,2571.65,85
1392,7,3,289.18524,930.17,180.9,1.25,1883.1,4074,2242.45,166
1393,8,"1, 3, 5",250.7925,2271.45,352.78,1.9,2665.6,1901,1359.34,103
1394,4,"1, 3",479.03363,1290.45,155.56,0.62,3141.54,1939,1780.19,90
1395,1,"4, 5",313.243,140.95,36.74,1.29,2649.84,2197,828.05,491
1396,10,,333.65112,919.98,167.32,0.54,4267.89,1517,2375.17,135
1397,2,3,205.70801,957.33,181.98,3.15,893.45,3927,1123.5,137
1398,10,,188.71745,6787.94,133.32,0.68,4414.03,1307,2331.1,66
1399,3,"1, 3, 4, 5",345.20426,1605.56,30.43,1.37,2036.42,3576,1344.47,518
1400,3,,328.2979,725.99,97.83,1.7,3478.15,1905,1864.99,73
1401,6,,256.80066,2495.35,276.84,0.82,6274.61,1398,2264.05,131
1402,5,3,769.27097,2069.95,96.92,0.7,3221.18,1669,1853.95,123
1403,5,"1, 3, 4",786.62633,255.57,178.14,4.23,740.7,6550,0,0
1404,10,,129.51741,160.71,87.99,0.9,8939.65,13439,914.42,221
1405,10,,343.04554,344.15,828.92,0.67,7070.32,2427,2866.82,71
1406,8,,450.62099,619.5,81.83,0.62,4980.1,2188,2882.16,291
1407,1,,524.10927,4367.71,115.5,0.67,5951.08,1166,2350.25,55
1408,9,,668.09172,1904.65,283.6,0.45,6361.97,1449,3069.06,233
1409,9,,223.30101,1079.44,186.63,0.79,2658.45,2242,1554.89,349
1410,9,,327.9807,931.07,184.01,1.54,1292.89,1381,1250.17,198
1411,3,"1, 2, 4",163.71951,2524.36,245.78,1.18,4399.73,3983,1655.52,51
1412,3,4,378.7188,2837.84,124.89,0.81,4000.71,1447,223.81,106
1413,6,4,412.43452,1546.38,475.84,2.26,5202.1,1652,1324.98,105
1414,1,7,204.11442,1725.79,252.55,2.26,2824.85,2247,849.38,141
1415,5,"2, 3",415.05781,317.99,40.04,0.75,1106.84,1140,1115.68,166
1416,8,5,159.99659,2233.5,103.03,8.2,1496.23,1660,1446.13,78
1417,8,1,879.6678,3467.16,231.76,0.54,6527.3,1451,2197.73,71
1418,10,,720.01982,1493.92,287.34,1.57,7510.23,944,1998.42,76
1419,5,3,697.96344,4849.19,68.35,0.89,6637.6,1624,2465.83,50
1420,1,"1, 3, 4",265.56754,769.96,45.64,0.91,4254.96,1314,2085.33,61
1421,1,"1, 3",109.90962,549.64,237.9,2.57,1508.19,2516,958.87,126
1422,1,,879.44863,630.47,258.91,0.75,3502.83,1873,2290.94,171
1423,10,,617.00433,2572.76,243.2,0.84,2285.81,1748,2393.8,87
1424,3,,191.42803,1542.54,216.01,0.78,17074.37,1221,2103.53,114
1425,10,,503.921,2586.16,899.6,0.86,8199.4,1542,2609.58,88
1426,9,,218.91986,7750.86,279.72,0.36,4715.71,1531,2973.76,36
1427,10,,182.29345,771.51,584.37,0.24,3839.18,1332,4057.25,34
1428,10,,471.49779,8069.67,133.33,1.14,10346.26,1190,4033.53,80
1429,5,,411.71202,4951.05,89.99,1.3,11702.05,2686,2055.17,200
1430,10,,248.62819,962.43,88.49,1.03,2859.03,1942,931.07,258
1431,1,1,535.8813,13395.95,159.56,0.31,17102.01,1040,1900.04,80
1432,1,"1, 4",366.2516,236.51,88.17,0.87,602.47,7723,491.43,454
1433,1,7,264.7258,2511.02,126.38,1.82,3140.69,3434,2744.1,229
1434,9,,606.71275,1284.77,90.82,0.69,11857.52,1196,2787.51,96
1435,3,"1, 3, 4",217.0139,3462.01,123.41,0.72,7640.34,1255,1809.86,35
1436,"5, 6",,778.43231,4546.74,41.41,0.34,3551.75,1609,4003.98,124
1437,10,,293.02958,1970.52,268.46,0.52,26313.53,812,1108.65,136
1438,3,1,546.23692,4949.63,93.81,2.05,8085.87,2181,1440.78,93
1439,6,"2, 3",661.67966,1051.85,261.79,1.15,4791.95,2705,1819.96,63
1440,10,,137.61694,377.11,28.71,0.46,6407.39,972,2206.4,85
1441,10,,600.30853,1776.79,107.96,1.22,15275.25,1537,1707.05,146
1442,3,1,244.15473,1418.35,72.35,0.71,5501.13,1112,1985.53,56
1443,10,,527.43062,329.85,393.24,0.99,2097.18,5086,3299.84,189
1444,10,,869.00142,630.21,28.96,1.56,2249.87,2603,975.11,433
1445,7,,302.65653,1244.31,139.29,1.28,1271.53,2993,392.97,59
1446,8,"1, 2",115.23681,1424.2,98.99,0.45,8090.48,1155,2052.69,209
1447,8,5,551.17583,1999.51,188.75,0.44,3063.81,2043,1805.17,74
1448,10,,306.9431,9433.27,502.52,0.8,14162.8,1017,3346.16,38
1449,5,,580.71097,1197.85,219.14,1.29,1891.66,1674,2362.41,243
1450,1,,172.8461,632.24,34.5,1.77,3618.33,1859,666.88,203
1451,1,"1, 4",734.95618,2802.18,62.4,0.29,6078.39,1593,665.37,120
1452,9,,268.88852,764.71,119.85,1.95,4938.14,1537,1214.11,120
1453,10,,649.15893,4521.26,98.69,0.98,6920.72,1188,2590.69,44
1454,1,7,429.67763,1104.77,53.59,2.96,2467.15,2418,893.96,227
1455,10,,640.24024,7520.46,112.3,0.47,11180.45,1336,3703.44,60
1456,1,,136.89604,439.54,73.42,3.73,750.27,1800,349.89,310
1457,8,,649.18437,3752.12,90.04,0.62,6932.32,1743,838.36,212
1458,3,"1, 3",198.44581,1419.27,209.37,0.98,4348.44,1457,1493.01,110
1459,1,"1, 3",381.22002,462.43,173.55,2.77,1576.01,2156,1631.59,146
1460,1,"1, 2, 34",201.4436,629.34,39.77,1.67,2719.73,2611,701.41,208
1461,7,,440.0144,7268.64,400.81,0.22,18341.14,955,3046.05,98
1462,2,3,367.84987,4118.54,223.41,0.67,8054.86,1105,2819.09,168
1463,5,5,536.54162,5032.04,316.48,0.86,9092.97,1574,4825.29,87
1464,3,"1, 3, 4",156.34585,984.3,203.9,4.31,2324.04,1887,621.36,110
1465,4,"1, 3",297.28471,144.44,77.01,1.87,5202.44,1236,1534.3,80
1466,1,3,314.59886,1021.82,180.27,1.73,2038.28,1520,1700.87,116
1467,9,,387.65762,4802.2,285.96,0.41,13526.15,1757,3893.6,48
1468,8,"1, 3",106.14557,1953.59,300.94,1.19,7545.75,949,1001.6,131
1469,8,,456.53002,1380.71,127.88,2.97,1679.01,3913,1394.9,165
1470,10,,138.25918,8213.43,201.33,0.76,11175.56,1801,8443.37,165
1471,1,"3, 4",588.23864,2156.49,275.54,0.9,7272.61,1698,959.81,101
1472,10,,334.50035,598.37,41.77,0.77,8859.2,2303,1557.14,75
1473,10,,632.38401,2615.17,96.93,0.5,7039.72,1162,2848.59,51
1474,5,"1, 3, 4, 5",327.27087,7552.68,263.77,0.87,11871.91,751,8819.51,199
1475,4,"1, 3, 4",250.95931,1174.85,82.71,3.14,1898.11,4349,1351.34,258
1476,9,,314.47136,3349.25,59.61,0.73,2810.5,2012,1265.55,120
1477,7,3,321.76896,4282.24,56.82,1.2,2853.1,1510,2399.32,106
1478,3,,628.37522,68.17,22.65,1.16,553.36,2600,485.72,373
1479,10,,500.8824,5236,171.48,1.61,17456.89,1155,1544.09,79
1480,1,"1, 2, 3, 4, 5",486.78714,473.54,113.51,1.33,757.72,2730,935.62,302
1481,3,"1, 4",298.66854,1939.89,824.83,2.84,3989.02,1863,1002.6,51
1482,10,,657.70273,688.1,153.95,1.29,2875.9,2105,2303.34,250
1483,1,"1, 3",551.96028,2502.97,374.01,1.31,8235.24,1375,2327.67,154
1484,10,,318.09904,694.1,114.45,6.57,4424.17,1597,4740.67,94
